age,type,origin,rarity
1259,4,1,1.69588
1259,3,1,1.69585
1259,4,2,1.69584
1260,0,5,1.69584
1260,2,3,1.69573
1260,0,4,1.69573
1261,2,4,1.6957
1261,0,2,1.69565
1261,3,4,1.69564
1261,2,6,1.6956
1262,2,4,1.69556
1262,1,5,1.69556
1262,4,5,1.69556
1262,0,2,1.69551
1262,3,5,1.69551
1263,4,3,1.69545
1263,4,0,1.69544
1264,2,6,1.69542
1264,1,4,1.6954
1264,2,3,1.69538
1264,4,1,1.6953
1264,0,1,1.69524
1265,2,2,1.69524
1265,3,2,1.69522
1265,2,4,1.69522
1265,0,1,1.69522
1265,3,5,1.69521
1265,4,5,1.69517
1265,3,3,1.69507
1266,0,2,1.69502
1267,1,1,1.69483
1267,0,1,1.69478
1267,1,2,1.69474
1267,2,4,1.69473
1267,1,6,1.69473
1268,3,4,1.69471
1268,2,2,1.6947
1268,4,6,1.69451
1268,0,3,1.69444
1269,1,4,1.69441
1269,2,0,1.69424
1270,1,3,1.69419
1270,1,1,1.69396
1270,3,0,1.69388
1270,4,1,1.69387
1271,2,6,1.69385
1271,0,4,1.69373
1271,4,1,1.6936
1271,4,3,1.69357
1272,3,4,1.69352
1272,0,5,1.69342
1272,4,3,1.69336
1273,2,3,1.69336
1273,3,1,1.69335
1273,4,1,1.69335
1273,2,6,1.69332
1273,2,2,1.69332
1273,0,1,1.69327
1273,1,6,1.69327
1274,2,6,1.69326
1274,3,5,1.69317
1275,2,3,1.69311
1275,2,4,1.69308
1276,1,2,1.69308
1277,0,2,1.69307
1277,0,4,1.693
1278,0,6,1.69294
1278,2,2,1.69283
1278,0,1,1.6928
1279,1,0,1.69271
1279,3,5,1.69266
1279,1,2,1.69263
1279,3,4,1.69259
1280,3,1,1.69258
1280,0,0,1.69254
1280,4,5,1.69254
1281,1,0,1.69253
1281,4,3,1.69244
1281,0,6,1.69241
1281,3,5,1.69241
1282,3,3,1.69241
1282,2,3,1.6924
1282,4,6,1.69239
1282,1,2,1.69234
1282,3,4,1.69232
1282,2,5,1.69219
1283,2,3,1.69216
1283,2,6,1.69215
1283,1,2,1.6921
1283,1,4,1.69205
1283,3,3,1.69201
1283,0,1,1.69196
1283,1,5,1.6919
1284,3,4,1.69188
1284,4,0,1.69187
1284,1,5,1.69186
1284,3,0,1.69179
1285,2,3,1.69167
1285,4,6,1.69162
1285,0,5,1.69161
1285,2,2,1.69152
1285,4,2,1.69147
1285,0,4,1.69147
1285,3,1,1.69146
1285,3,4,1.69145
1285,0,3,1.69143
1287,0,0,1.6914
1287,2,0,1.6914
1287,1,6,1.69139
1287,1,2,1.69137
1288,1,1,1.69136
1288,1,3,1.69135
1288,3,3,1.69133
1288,1,4,1.69133
1288,0,3,1.69132
1288,3,4,1.69122
1289,0,2,1.69122
1289,0,0,1.69112
1289,3,5,1.6911
1290,1,6,1.69107
1290,2,0,1.69103
1290,0,1,1.69103
1291,4,2,1.69101
1291,4,4,1.69096
1292,0,3,1.69096
1292,3,4,1.69095
1294,0,1,1.69089
1294,2,4,1.69087
1294,4,3,1.69054
1295,4,2,1.6905
1295,4,6,1.69049
1295,4,4,1.69029
1295,3,2,1.69025
1296,4,2,1.6902
1296,2,6,1.69019
1296,0,6,1.69011
1296,1,1,1.69003
1297,0,5,1.68997
1298,4,4,1.68985
1298,2,1,1.68983
1298,0,0,1.68978
1299,3,6,1.68972
1299,2,3,1.6896
1299,0,4,1.68935
1299,1,4,1.68933
1299,3,2,1.68931
1300,4,2,1.68926
1300,3,5,1.68902
1300,4,0,1.68901
1300,0,1,1.68901
1300,2,1,1.68898
1300,4,1,1.68896
1300,1,0,1.68894
1300,3,6,1.68887
1300,0,5,1.68878
1301,1,4,1.68876
1301,2,4,1.68875
1301,4,1,1.68874
1301,2,2,1.68856
1301,3,2,1.68839
1301,4,4,1.68839
1301,1,1,1.68839
1301,0,0,1.68838
1302,1,4,1.6883
1302,1,5,1.68829
1302,2,0,1.68829
1302,3,5,1.68824
1303,1,3,1.6882
1304,1,5,1.68813
1304,2,6,1.68813
1304,0,5,1.68808
1304,1,4,1.68805
1304,0,2,1.68801
1304,4,1,1.68798
1305,0,6,1.68793
1305,0,3,1.68789
1305,0,1,1.68782
1305,4,6,1.68774
1306,3,2,1.68774
1306,4,0,1.68773
1306,4,6,1.68773
1306,1,3,1.68773
1307,0,1,1.68769
1307,0,0,1.68769
1307,3,0,1.68762
1308,4,6,1.6876
1308,2,2,1.6875
1308,2,3,1.68748
1308,2,5,1.68746
1308,0,6,1.68746
1308,1,4,1.68743
1308,4,3,1.68741
1309,1,4,1.68739
1309,3,3,1.68738
1309,0,0,1.68732
1309,4,0,1.68732
1310,0,2,1.68728
1310,0,1,1.68728
1310,1,1,1.68724
1310,3,2,1.68723
1310,1,0,1.68723
1310,4,3,1.68723
1310,2,5,1.68713
1310,1,5,1.68713
1311,3,1,1.68709
1311,2,1,1.68707
1311,4,0,1.68706
1311,4,5,1.68702
1312,1,0,1.68702
1312,2,1,1.68698
1312,0,4,1.68696
1313,2,5,1.68696
1313,3,2,1.68696
1313,1,3,1.68689
1314,2,6,1.68689
1315,2,3,1.68689
1315,2,1,1.68688
1315,3,2,1.68684
1315,0,4,1.68681
1315,4,5,1.68677
1315,3,1,1.6867
1315,1,2,1.6867
1315,4,0,1.6867
1316,3,5,1.68657
1316,0,6,1.68651
1316,3,4,1.68646
1317,4,4,1.68645
1317,1,0,1.68643
1317,3,4,1.68643
1317,1,2,1.68639
1318,2,0,1.68639
1318,2,1,1.68637
1318,2,3,1.68635
1318,3,4,1.68634
1319,1,5,1.68618
1319,3,3,1.68617
1319,4,2,1.68617
1320,4,2,1.68604
1320,4,0,1.68604
1321,3,4,1.68603
1321,2,1,1.68585
1321,0,0,1.68584
1321,4,6,1.68573
1322,1,2,1.68573
1322,3,6,1.68566
1322,4,5,1.68558
1323,1,3,1.68556
1323,4,5,1.68552
1323,4,0,1.68534
1323,0,0,1.68534
1324,4,1,1.68534
1324,2,4,1.68533
1324,0,1,1.68524
1324,0,3,1.68496
1325,4,3,1.68475
1325,2,5,1.68471
1325,3,3,1.6847
1325,2,3,1.68469
1325,1,4,1.68463
1325,3,1,1.68459
1325,0,5,1.68456
1326,3,0,1.68453
1326,4,5,1.68452
1326,2,3,1.6845
1327,1,2,1.68449
1327,0,3,1.68431
1328,2,1,1.68431
1328,3,3,1.68431
1328,3,2,1.68417
1329,2,2,1.68403
1329,3,6,1.68403
1330,3,4,1.68403
1331,0,5,1.68398
1331,0,1,1.68391
1331,4,2,1.68391
1331,1,6,1.68389
1332,3,4,1.68389
1333,1,1,1.68387
1333,2,0,1.68387
1333,4,1,1.68369
1333,2,1,1.68365
1333,1,0,1.68363
1335,1,0,1.68355
1335,3,6,1.68354
1336,4,5,1.68349
1336,2,1,1.68347
1336,2,2,1.68341
1336,3,1,1.6834
1336,4,0,1.68336
1336,0,5,1.6833
1338,3,2,1.68324
1338,4,3,1.68311
1338,4,1,1.68302
1338,3,5,1.68302
1339,2,5,1.68293
1339,4,1,1.68283
1339,2,6,1.68283
1339,0,6,1.68283
1339,2,4,1.68283
1340,3,1,1.68275
1340,2,0,1.68275
1341,1,5,1.68275
1341,2,2,1.68272
1341,4,2,1.68269
1342,1,0,1.68265
1342,2,3,1.68265
1342,3,0,1.6826
1343,0,0,1.68259
1343,0,2,1.68258
1343,4,3,1.68258
1344,4,1,1.68251
1344,4,4,1.68249
1344,4,3,1.68249
1344,3,4,1.68249
1344,1,2,1.68245
1344,0,1,1.68239
1345,3,6,1.68233
1345,3,0,1.68224
1345,0,6,1.68223
1346,3,0,1.6822
1346,2,5,1.68215
1346,0,5,1.68201
1346,1,0,1.68196
1346,4,3,1.68196
1346,3,6,1.68194
1346,3,1,1.68192
1346,0,3,1.68188
1346,4,4,1.68162
1347,1,3,1.68157
1347,4,5,1.68154
1348,1,3,1.68148
1348,4,4,1.68148
1348,0,5,1.68135
1348,2,1,1.6813
1349,4,4,1.68128
1349,0,2,1.68125
1349,0,3,1.68111
1349,1,6,1.681
1350,2,2,1.68094
1350,0,4,1.68089
1350,2,3,1.68081
1350,1,0,1.6808
1350,1,1,1.68073
1351,3,2,1.68057
1351,1,6,1.68051
1351,0,6,1.68036
1351,4,4,1.68026
1351,1,1,1.68024
1352,0,6,1.68024
1352,3,4,1.68021
1352,4,3,1.68007
1353,1,5,1.67991
1353,2,2,1.6798
1353,0,2,1.67976
1354,4,5,1.67969
1355,0,5,1.67968
1355,3,6,1.67955
1356,3,6,1.67954
1356,0,1,1.67954
1357,4,6,1.67947
1357,3,1,1.6793
1358,1,3,1.67921
1358,2,6,1.67908
1358,0,6,1.67898
1359,4,2,1.67898
1359,0,1,1.67895
1359,3,4,1.6788
1359,1,2,1.67876
1360,0,4,1.67865
1360,3,0,1.6786
1361,3,4,1.67856
1361,3,2,1.67856
1361,0,4,1.67849
1361,2,1,1.67848
1362,2,6,1.67841
1362,3,1,1.6784
1362,4,5,1.67829
1362,4,3,1.67827
1363,0,6,1.67822
1364,2,3,1.67817
1364,1,0,1.67816
1365,2,0,1.67813
1365,2,5,1.67812
1365,1,6,1.67811
1365,2,4,1.67811
1365,1,0,1.67803
1365,2,6,1.67803
1365,1,2,1.67789
1366,3,0,1.67788
1366,1,6,1.67788
1366,2,1,1.67776
1367,1,2,1.67769
1368,1,6,1.67769
1368,4,2,1.67767
1368,1,4,1.67763
1369,0,4,1.6776
1369,1,3,1.6776
1369,2,4,1.67758
1369,3,6,1.67758
1370,3,0,1.67757
1370,2,3,1.67727
1370,4,3,1.67715
1370,4,4,1.677
1370,0,2,1.67695
1371,0,1,1.67692
1371,1,1,1.67688
1371,3,1,1.67685
1372,1,0,1.67676
1372,0,5,1.67666
1372,0,6,1.67665
1372,4,3,1.67664
1373,1,3,1.67664
1373,0,1,1.67663
1373,3,6,1.67656
1373,1,1,1.67635
1374,1,3,1.67635
1375,1,4,1.67626
1375,2,0,1.67621
1375,3,3,1.67578
1376,4,1,1.67573
1376,3,6,1.67568
1376,4,6,1.67544
1377,3,5,1.67544
1377,4,2,1.67541
1377,4,5,1.67536
1378,3,2,1.67536
1378,1,6,1.67521
1378,4,4,1.67514
1378,2,5,1.6749
1379,3,3,1.67476
1379,2,5,1.67448
1380,4,4,1.67445
1381,0,4,1.6744
1381,4,5,1.67439
1382,0,2,1.67435
1382,1,5,1.67435
1382,1,2,1.67433
1382,3,1,1.67423
1382,1,6,1.67409
1382,1,1,1.67391
1383,4,2,1.67382
1383,0,0,1.67381
1383,2,5,1.67376
1384,0,4,1.6737
1384,4,4,1.67369
1384,4,1,1.67362
1384,2,3,1.67362
1385,3,3,1.67347
1385,4,4,1.67347
1385,3,4,1.67342
1385,0,5,1.67333
1386,3,2,1.67312
1386,0,0,1.67312
1386,4,5,1.67309
1386,3,5,1.67301
1387,0,2,1.67286
1387,0,3,1.67286
1387,2,4,1.67272
1387,3,3,1.67265
1388,0,4,1.67259
1388,4,0,1.67256
1388,2,1,1.67254
1388,4,6,1.67253
1389,4,3,1.67252
1389,3,5,1.67235
1389,2,4,1.67214
1390,2,2,1.67214
1390,1,3,1.67204
1391,2,3,1.67195
1391,0,5,1.67191
1391,1,6,1.67176
1391,2,2,1.6717
1392,4,2,1.6717
1392,4,3,1.67165
1392,4,5,1.67164
1392,1,2,1.6714
1393,0,2,1.6714
1393,0,3,1.67137
1393,2,5,1.67136
1394,2,3,1.67132
1394,2,5,1.67131
1394,0,5,1.67127
1394,3,0,1.67122
1394,2,1,1.67121
1394,1,0,1.67112
1394,1,5,1.67107
1395,3,2,1.67096
1395,1,4,1.67096
1395,3,4,1.67088
1395,1,1,1.67082
1395,2,3,1.67077
1395,4,4,1.67054
1396,0,2,1.67017
1396,3,6,1.67006
1396,1,6,1.66993
1397,4,6,1.66993
1397,1,2,1.66979
1397,3,0,1.66979
1397,4,3,1.66957
1398,1,1,1.66957
1398,0,4,1.66952
1398,4,3,1.66947
1399,3,4,1.66943
1399,3,6,1.66924
1399,2,4,1.66917
1399,1,6,1.66905
1400,1,1,1.66904
1400,2,6,1.66904
1400,1,5,1.66902
1401,3,6,1.66902
1402,0,5,1.66897
1402,3,0,1.66897
1402,1,4,1.66895
1403,1,5,1.66895
1403,4,2,1.66893
1403,3,2,1.66892
1404,4,6,1.66891
1404,1,6,1.66889
1404,1,5,1.66886
1405,1,0,1.66885
1406,1,5,1.66885
1406,1,6,1.66884
1406,4,0,1.66878
1407,4,2,1.66876
1407,2,4,1.66876
1407,0,3,1.66875
1407,2,2,1.66873
1407,0,2,1.6687
1408,0,0,1.66866
1408,2,5,1.66856
1409,3,6,1.66843
1409,3,5,1.6683
1409,1,3,1.66829
1410,3,2,1.66823
1410,0,0,1.66823
1410,0,3,1.6681
1410,3,5,1.66807
1411,1,5,1.66792
1411,4,4,1.66783
1412,0,0,1.66766
1412,2,4,1.66766
1412,4,1,1.6675
1412,1,5,1.66747
1412,4,4,1.66736
1413,4,2,1.66734
1413,3,4,1.66718
1413,1,5,1.66714
1413,1,3,1.66697
1414,2,6,1.66695
1414,3,5,1.66695
1414,2,4,1.66695
1415,3,4,1.66694
1416,0,4,1.66693
1416,1,0,1.6669
1416,0,0,1.66686
1416,2,3,1.66684
1417,2,1,1.66683
1417,3,3,1.66665
1417,1,3,1.66651
1417,1,6,1.66648
1417,4,5,1.66645
1417,4,0,1.66635
1418,1,6,1.66635
1418,4,0,1.6663
1418,4,3,1.66624
1418,2,5,1.66617
1418,4,5,1.66611
1419,3,3,1.66609
1419,2,4,1.66592
1419,1,1,1.66583
1419,4,5,1.66572
1419,3,2,1.66568
1420,4,3,1.66567
1420,2,1,1.66566
1420,4,4,1.66566
1421,0,0,1.66558
1421,0,3,1.66558
1421,3,6,1.66544
1421,4,0,1.66544
1421,0,5,1.66533
1421,4,2,1.6652
1421,2,0,1.6652
1422,3,2,1.66519
1422,3,1,1.66518
1423,4,2,1.66516
1423,0,2,1.66512
1423,2,6,1.66512
1424,0,3,1.6651
1424,3,4,1.66509
1424,2,0,1.66508
1425,3,0,1.66506
1425,4,0,1.66489
1426,2,5,1.66487
1427,3,2,1.66487
1427,0,0,1.66487
1427,3,5,1.66471
1428,0,4,1.66471
1429,4,5,1.66464
1429,3,4,1.6646
1429,3,5,1.66458
1429,3,0,1.66455
1429,1,6,1.66452
1429,2,1,1.66445
1430,3,0,1.66439
1430,1,3,1.66436
1430,2,3,1.66428
1430,2,0,1.66427
1430,1,4,1.66425
1431,2,5,1.66425
1431,4,6,1.66422
1432,0,3,1.66419
1432,1,5,1.66419
1433,2,4,1.66418
1434,3,5,1.66416
1434,2,6,1.66416
1434,0,2,1.66412
1434,2,2,1.66399
1434,2,1,1.66393
1435,4,2,1.6639
1435,0,1,1.6639
1435,3,5,1.66386
1435,4,0,1.66386
1435,1,4,1.66385
1435,1,6,1.66382
1435,1,3,1.66382
1435,0,5,1.66373
1435,3,6,1.66373
1436,2,4,1.66371
1436,1,3,1.66371
1437,4,3,1.66361
1437,1,5,1.66347
1437,1,0,1.66347
1438,2,2,1.66345
1438,0,0,1.66341
1438,3,2,1.66334
1438,1,5,1.66329
1438,3,6,1.66329
1438,0,4,1.66313
1439,1,1,1.66304
1439,3,1,1.663
1439,0,2,1.66246
1439,4,4,1.66244
1439,4,6,1.66238
1440,1,1,1.66238
1440,2,0,1.66226
1441,3,0,1.66218
1441,4,5,1.66215
1441,4,4,1.66196
1442,0,0,1.66196
1443,0,6,1.66187
1443,1,5,1.66177
1443,3,1,1.66171
1444,4,1,1.66168
1444,3,3,1.66163
1444,4,2,1.66153
1444,0,4,1.66152
1444,3,0,1.66151
1444,2,3,1.66144
1445,0,1,1.66143
1445,0,2,1.66143
1445,2,3,1.66113
1445,3,5,1.66112
1445,1,5,1.66109
1445,0,6,1.66108
1445,4,5,1.66105
1445,3,6,1.66101
1446,3,1,1.66089
1446,1,0,1.66085
1446,1,2,1.66076
1446,4,0,1.66075
1446,3,4,1.66072
1447,3,4,1.6607
1447,0,2,1.6607
1447,4,0,1.6607
1447,1,3,1.66069
1448,1,3,1.66069
1448,0,6,1.66067
1449,3,4,1.66067
1449,2,0,1.6606
1450,2,5,1.6606
1450,2,4,1.66051
1450,4,0,1.66051
1450,1,6,1.66048
1450,4,5,1.66042
1451,4,4,1.66036
1451,4,3,1.66027
1451,1,4,1.66027
1451,2,6,1.66026
1452,0,4,1.66023
1452,4,4,1.66017
1453,3,3,1.66007
1453,1,6,1.66003
1453,3,4,1.66003
1453,4,3,1.66003
1453,2,6,1.6598
1453,4,4,1.65978
1453,4,6,1.65977
1453,2,2,1.65977
1454,3,4,1.65977
1454,4,3,1.65974
1455,1,2,1.65969
1455,1,4,1.65954
1455,1,6,1.65949
1455,2,3,1.65948
1456,2,4,1.65948
1456,1,2,1.65945
1456,2,3,1.65918
1456,3,6,1.65918
1456,0,2,1.65913
1456,3,1,1.659
1457,2,2,1.65899
1458,1,2,1.6589
1458,2,1,1.65887
1458,2,6,1.65885
1459,1,0,1.65883
1459,0,1,1.65883
1459,3,6,1.65878
1459,3,0,1.65878
1459,2,4,1.65869
1459,3,1,1.65865
1459,2,3,1.65862
1460,1,1,1.65861
1460,1,0,1.65859
1461,3,2,1.65848
1461,3,3,1.65831
1462,0,0,1.65824
1462,4,0,1.65824
1462,4,2,1.65817
1462,4,5,1.65811
1464,4,1,1.6581
1464,3,5,1.65808
1464,4,6,1.65805
1464,3,6,1.65791
1464,1,2,1.6579
1465,3,1,1.6579
1465,2,2,1.65788
1465,3,4,1.65787
1466,4,1,1.6578
1467,3,2,1.65772
1467,2,5,1.65772
1467,0,3,1.65758
1467,0,0,1.65757
1467,4,1,1.65752
1467,3,6,1.65732
1467,0,5,1.65724
1467,1,3,1.65718
1468,3,5,1.65706
1468,0,3,1.65702
1468,3,3,1.65702
1469,4,4,1.65692
1469,3,1,1.65682
1469,3,3,1.65668
1469,1,4,1.65661
1470,0,1,1.65661
1470,3,5,1.65659
1470,3,6,1.65655
1470,0,6,1.65655
1470,4,1,1.65642
1471,1,2,1.6564
1471,3,1,1.65637
1471,0,1,1.65635
1471,0,6,1.65631
1471,4,0,1.65631
1472,4,3,1.65626
1472,3,6,1.65626
1472,3,3,1.65609
1473,0,3,1.656
1473,2,5,1.65597
1473,4,3,1.65595
1474,4,6,1.65595
1474,1,0,1.65593
1474,0,3,1.65589
1475,4,3,1.6557
1475,0,3,1.65569
1475,2,3,1.65562
1476,1,6,1.65554
1477,0,4,1.65551
1477,1,0,1.65551
1477,3,1,1.65548
1478,1,0,1.65542
1478,1,3,1.65541
1479,0,1,1.65531
1479,2,0,1.6553
1480,3,3,1.65528
1480,3,5,1.65528
1480,0,6,1.65523
1480,1,5,1.65523
1481,2,1,1.65517
1481,3,6,1.65514
1481,0,3,1.65511
1481,2,5,1.65511
1481,1,4,1.65508
1482,2,2,1.65505
1482,1,6,1.65492
1482,2,5,1.65492
1483,2,1,1.65471
1483,0,6,1.6547
1483,1,0,1.65452
1483,4,1,1.65449
1484,1,2,1.65444
1484,2,3,1.65436
1484,1,3,1.65426
1484,0,1,1.65425
1484,2,1,1.65424
1485,3,5,1.65421
1485,2,2,1.6541
1485,2,6,1.65403
1485,2,5,1.65398
1486,0,3,1.65398
1486,3,3,1.65396
1487,0,6,1.65396
1487,4,2,1.65393
1487,4,1,1.65392
1488,1,2,1.65381
1488,3,3,1.65375
1488,3,2,1.65369
1488,0,4,1.65359
1489,0,1,1.6535
1489,4,4,1.65344
1489,4,0,1.65342
1489,2,5,1.65342
1490,1,0,1.65338
1490,3,4,1.65328
1491,3,4,1.65328
1491,2,6,1.65326
1491,1,0,1.65323
1491,4,5,1.65323
1492,0,6,1.65314
1493,1,3,1.65314
1493,4,1,1.65306
1493,3,0,1.65284
1493,3,2,1.65266
1493,0,2,1.65265
1494,0,1,1.65229
1494,4,6,1.65227
1494,4,0,1.65224
1495,0,2,1.65221
1495,2,2,1.65219
1495,2,1,1.65208
1495,3,0,1.65208
1496,2,1,1.65203
1496,2,2,1.65177
1496,1,5,1.65176
1496,2,6,1.65159
1496,0,1,1.65158
1496,0,4,1.65152
1497,3,6,1.65134
1497,0,5,1.65129
1497,4,1,1.65129
1498,3,4,1.65125
1498,2,6,1.6512
1499,0,2,1.6512
1499,4,2,1.65119
1499,3,2,1.6511
1500,4,3,1.65099
1500,4,2,1.65091
1500,0,2,1.65087
1501,0,2,1.65083
1501,4,4,1.65073
1501,1,2,1.65059
1502,0,5,1.65059
1502,2,1,1.65059
1502,2,4,1.65056
1503,4,3,1.65056
1503,1,3,1.65056
1503,1,5,1.65054
1503,4,2,1.65043
1504,2,5,1.65039
1504,4,5,1.65033
1505,2,0,1.65033
1505,2,5,1.65033
1505,3,0,1.65021
1506,3,0,1.6502
1506,2,1,1.65013
1506,3,6,1.65013
1506,3,3,1.65011
1507,3,6,1.6501
1507,4,2,1.65007
1507,3,0,1.65006
1507,3,1,1.65006
1508,4,5,1.65004
1508,1,1,1.64996
1508,3,0,1.64992
1508,2,1,1.64991
1509,4,6,1.64991
1509,2,1,1.64991
1509,2,0,1.64989
1509,3,0,1.64986
1510,2,6,1.64984
1510,4,6,1.64982
1510,2,5,1.64981
1511,1,0,1.64976
1511,4,0,1.64967
1511,0,0,1.64966
1511,1,3,1.6495
1512,1,3,1.64948
1512,2,1,1.6493
1512,3,4,1.6493
1512,0,0,1.64922
1512,0,3,1.64883
1513,0,6,1.64879
1513,4,6,1.64878
1514,1,1,1.64863
1514,4,4,1.64863
1514,4,0,1.64844
1514,3,3,1.64843
1515,1,3,1.64843
1515,1,4,1.64841
1515,0,5,1.64825
1515,1,6,1.64815
1515,0,0,1.64808
1515,3,0,1.64801
1516,2,1,1.64771
1516,4,3,1.64766
1516,2,2,1.64759
1516,0,5,1.64758
1517,3,3,1.64757
1517,0,6,1.64755
1517,1,3,1.64755
1517,3,4,1.64754
1517,2,3,1.64751
1518,3,6,1.64701
1519,4,2,1.64694
1520,0,5,1.64693
1520,0,4,1.64693
1520,2,4,1.64693
1520,4,5,1.64686
1520,4,2,1.64685
1521,1,6,1.64656
1521,2,0,1.64654
1521,3,5,1.64646
1521,3,4,1.64645
1522,1,4,1.64642
1523,2,2,1.64632
1523,2,4,1.64632
1523,1,6,1.64629
1523,2,3,1.64626
1523,2,1,1.64612
1523,1,2,1.64605
1523,4,5,1.64592
1523,3,0,1.64587
1524,4,3,1.64566
1524,4,4,1.64558
1524,0,4,1.64557
1524,2,2,1.64557
1524,4,2,1.64554
1524,1,0,1.64538
1524,1,4,1.64536
1524,1,5,1.64533
1525,2,2,1.64533
1525,4,6,1.6453
1525,3,6,1.64529
1525,2,3,1.64525
1525,4,0,1.6452
1525,2,6,1.64514
1526,0,5,1.64512
1526,4,5,1.64499
1526,2,3,1.64499
1526,4,3,1.64499
1526,1,0,1.64491
1527,1,2,1.64486
1527,3,5,1.64483
1527,0,2,1.64483
1527,4,2,1.64479
1527,1,1,1.64479
1528,4,2,1.64465
1528,0,0,1.64457
1529,2,2,1.64444
1529,0,5,1.64443
1529,2,3,1.64424
1529,4,2,1.64416
1530,3,0,1.64412
1530,2,2,1.64411
1531,2,1,1.6441
1531,0,0,1.64407
1531,0,4,1.64407
1531,3,6,1.64405
1532,2,1,1.64405
1532,3,4,1.64394
1532,2,0,1.64393
1532,0,5,1.64375
1532,3,5,1.64375
1532,1,4,1.64369
1532,1,5,1.64365
1533,4,6,1.64359
1533,0,3,1.64353
1533,3,6,1.64339
1533,4,4,1.64332
1533,3,2,1.64331
1533,0,6,1.64327
1533,3,1,1.64326
1534,2,1,1.64325
1534,0,6,1.64323
1535,3,4,1.64323
1535,0,6,1.64323
1536,1,0,1.64308
1536,4,1,1.64308
1536,4,5,1.64307
1536,4,4,1.64307
1536,0,2,1.64299
1537,0,1,1.6428
1537,1,5,1.6426
1537,1,6,1.64254
1537,1,3,1.64254
1538,0,5,1.64243
1538,2,5,1.64227
1538,3,1,1.64227
1538,3,2,1.6422
1539,1,3,1.64217
1539,1,4,1.64217
1540,1,0,1.64197
1541,3,5,1.64191
1541,0,0,1.64183
1541,4,6,1.64172
1541,1,0,1.64165
1541,2,3,1.64152
1542,3,2,1.64143
1542,4,1,1.64143
1543,4,0,1.64143
1543,2,0,1.64142
1543,2,6,1.64142
1543,1,2,1.64142
1544,3,5,1.64142
1544,3,6,1.64141
1544,4,5,1.6414
1545,4,2,1.6414
1545,3,1,1.64131
1546,1,3,1.64126
1546,3,5,1.64124
1546,0,5,1.64124
1546,1,6,1.64124
1547,1,4,1.64124
1547,1,3,1.6412
1547,1,0,1.64111
1547,3,0,1.64105
1548,2,2,1.64102
1548,2,6,1.64101
1548,0,2,1.64098
1548,4,6,1.64095
1548,3,3,1.64094
1548,0,3,1.64093
1548,2,3,1.6409
1548,2,4,1.64088
1548,2,1,1.64076
1549,2,1,1.64076
1549,4,4,1.64074
1549,1,0,1.6407
1549,0,0,1.6407
1550,1,3,1.64068
1550,0,0,1.64065
1551,4,0,1.64064
1551,2,6,1.64059
1551,0,6,1.64059
1552,3,2,1.64059
1552,2,2,1.64055
1552,2,4,1.64034
1552,4,2,1.64033
1553,3,5,1.64029
1553,4,2,1.64028
1554,0,6,1.64025
1554,3,4,1.6402
1554,0,2,1.64006
1554,4,0,1.64006
1554,3,0,1.63986
1555,1,1,1.63985
1555,3,2,1.63979
1555,1,3,1.63971
1555,3,6,1.63967
1555,0,0,1.6396
1555,0,6,1.6396
1555,1,6,1.6396
1555,4,3,1.6396
1556,0,5,1.6396
1556,2,1,1.63952
1556,3,6,1.63929
1556,0,6,1.63926
1556,1,3,1.63926
1557,4,1,1.63922
1557,2,0,1.63921
1557,1,1,1.6389
1558,1,4,1.6389
1558,1,3,1.63885
1558,2,1,1.63881
1559,1,0,1.6388
1559,2,5,1.63876
1559,4,3,1.63876
1560,2,4,1.63873
1560,0,4,1.63873
1560,1,6,1.63869
1560,4,2,1.63865
1560,4,1,1.63864
1560,2,2,1.63858
1560,0,3,1.63858
1561,1,4,1.63851
1561,0,3,1.63849
1561,0,1,1.63848
1561,4,5,1.63843
1561,1,6,1.6384
1562,2,1,1.6384
1562,4,6,1.63835
1562,0,4,1.63835
1562,0,1,1.63831
1562,4,0,1.63827
1562,4,1,1.63802
1563,2,0,1.63802
1564,2,4,1.63794
1564,1,1,1.63771
1564,2,1,1.63766
1564,3,4,1.63763
1564,1,2,1.63762
1564,0,0,1.63742
1565,0,0,1.63735
1565,2,5,1.63733
1565,2,6,1.63732
1565,0,1,1.63727
1566,0,2,1.6371
1567,0,6,1.63704
1567,4,3,1.63704
1567,1,6,1.63692
1567,1,1,1.63692
1568,3,3,1.63692
1568,3,4,1.63674
1568,1,3,1.63673
1569,3,5,1.63663
1569,2,3,1.63663
1569,1,3,1.63658
1569,3,3,1.63655
1569,0,1,1.63655
1569,0,2,1.63637
1570,1,4,1.63627
1570,3,3,1.63624
1570,1,6,1.63623
1570,0,5,1.63612
1570,1,0,1.63609
1570,0,0,1.63607
1570,2,4,1.63607
1571,3,3,1.63606
1571,1,5,1.63606
1571,1,3,1.63603
1571,2,6,1.63589
1572,0,0,1.63588
1572,4,5,1.63587
1572,2,5,1.63579
1573,2,2,1.63579
1573,1,1,1.63571
1573,2,4,1.63571
1574,0,6,1.6355
1574,4,2,1.63545
1574,1,5,1.63541
1574,1,0,1.63541
1574,4,0,1.63527
1574,4,4,1.63526
1574,3,4,1.63512
1574,4,6,1.63508
1575,2,3,1.63508
1575,4,5,1.63503
1575,2,4,1.63497
1575,3,4,1.63497
1575,2,1,1.63495
1575,1,2,1.6349
1576,1,6,1.63486
1576,3,6,1.6348
1576,0,6,1.63479
1576,1,1,1.63475
1576,2,3,1.6347
1576,2,0,1.63469
